,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
1718,3487,QSAR-TID-100962,1,62,active,Sparse_ARFF,,,,0.0,1026.0,35.0,0.0,0.0,1025.0,1.0
1719,3488,QSAR-TID-12227,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1510.0,0.0,0.0,1025.0,1.0
1720,3489,QSAR-TID-12735,1,62,active,Sparse_ARFF,,,,0.0,1026.0,646.0,0.0,0.0,1025.0,1.0
1721,3490,QSAR-TID-20033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,273.0,0.0,0.0,1025.0,1.0
1722,3491,QSAR-TID-11528,1,62,active,Sparse_ARFF,,,,0.0,1026.0,35.0,0.0,0.0,1025.0,1.0
1723,3492,QSAR-TID-100834,1,62,active,Sparse_ARFF,,,,0.0,1026.0,747.0,0.0,0.0,1025.0,1.0
1724,3493,QSAR-TID-101361,1,62,active,Sparse_ARFF,,,,0.0,1026.0,323.0,0.0,0.0,1025.0,1.0
1725,3494,QSAR-TID-11831,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
1726,3495,QSAR-TID-100432,1,62,active,Sparse_ARFF,,,,0.0,1026.0,293.0,0.0,0.0,1025.0,1.0
1727,3496,QSAR-TID-102774,1,62,active,Sparse_ARFF,,,,0.0,1026.0,72.0,0.0,0.0,1025.0,1.0
1728,3497,QSAR-TID-115,1,62,active,Sparse_ARFF,,,,0.0,1026.0,974.0,0.0,0.0,1025.0,1.0
1729,3498,QSAR-TID-10616,1,62,active,Sparse_ARFF,,,,0.0,1026.0,249.0,0.0,0.0,1025.0,1.0
1730,3499,QSAR-TID-101397,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
1731,3500,QSAR-TID-10452,1,62,active,Sparse_ARFF,,,,0.0,1026.0,482.0,0.0,0.0,1025.0,1.0
1732,3501,QSAR-TID-100418,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
1733,3502,QSAR-TID-100993,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
1734,3503,QSAR-TID-20171,1,62,active,Sparse_ARFF,,,,0.0,1026.0,128.0,0.0,0.0,1025.0,1.0
1735,3504,QSAR-TID-10526,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1814.0,0.0,0.0,1025.0,1.0
1736,3505,QSAR-TID-249,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1487.0,0.0,0.0,1025.0,1.0
1737,3506,QSAR-TID-101399,1,62,active,Sparse_ARFF,,,,0.0,1026.0,75.0,0.0,0.0,1025.0,1.0
1738,3507,QSAR-TID-10808,1,62,active,Sparse_ARFF,,,,0.0,1026.0,153.0,0.0,0.0,1025.0,1.0
1739,3508,QSAR-TID-101182,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
1740,3509,QSAR-TID-12857,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
1741,3510,QSAR-TID-12910,1,62,active,Sparse_ARFF,,,,0.0,1026.0,326.0,0.0,0.0,1025.0,1.0
1742,3511,QSAR-TID-10702,1,62,active,Sparse_ARFF,,,,0.0,1026.0,455.0,0.0,0.0,1025.0,1.0
1743,3512,QSAR-TID-11726,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
1744,3513,QSAR-TID-101222,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
1745,3514,QSAR-TID-101237,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
1746,3515,QSAR-TID-216,1,62,active,Sparse_ARFF,,,,0.0,1026.0,520.0,0.0,0.0,1025.0,1.0
1747,3516,QSAR-TID-10876,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
1748,3517,QSAR-TID-87,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4160.0,0.0,0.0,1025.0,1.0
1749,3518,QSAR-TID-140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,176.0,0.0,0.0,1025.0,1.0
1750,3519,QSAR-TID-12809,1,62,active,Sparse_ARFF,,,,0.0,1026.0,57.0,0.0,0.0,1025.0,1.0
1751,3520,QSAR-TID-11209,1,62,active,Sparse_ARFF,,,,0.0,1026.0,95.0,0.0,0.0,1025.0,1.0
1752,3521,QSAR-TID-10226,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
1753,3522,QSAR-TID-100629,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
1754,3523,QSAR-TID-100425,1,62,active,Sparse_ARFF,,,,0.0,1026.0,89.0,0.0,0.0,1025.0,1.0
1755,3524,QSAR-TID-102734,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0
1756,3525,QSAR-TID-12071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1852.0,0.0,0.0,1025.0,1.0
1757,3526,QSAR-TID-10012,1,62,active,Sparse_ARFF,,,,0.0,1026.0,224.0,0.0,0.0,1025.0,1.0
1758,3527,QSAR-TID-10120,1,62,active,Sparse_ARFF,,,,0.0,1026.0,212.0,0.0,0.0,1025.0,1.0
1759,3528,QSAR-TID-12938,1,62,active,Sparse_ARFF,,,,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0
1760,3529,QSAR-TID-10685,1,62,active,Sparse_ARFF,,,,0.0,1026.0,220.0,0.0,0.0,1025.0,1.0
1761,3530,QSAR-TID-30002,1,62,active,Sparse_ARFF,,,,0.0,1026.0,646.0,0.0,0.0,1025.0,1.0
1762,3531,QSAR-TID-174,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2027.0,0.0,0.0,1025.0,1.0
1763,3532,QSAR-TID-19903,1,62,active,Sparse_ARFF,,,,0.0,1026.0,47.0,0.0,0.0,1025.0,1.0
1764,3533,QSAR-TID-12480,1,62,active,Sparse_ARFF,,,,0.0,1026.0,156.0,0.0,0.0,1025.0,1.0
1765,3534,QSAR-TID-17005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,128.0,0.0,0.0,1025.0,1.0
1766,3535,QSAR-TID-11003,1,62,active,Sparse_ARFF,,,,0.0,1026.0,866.0,0.0,0.0,1025.0,1.0
1767,3536,QSAR-TID-12868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
1768,3537,QSAR-TID-10649,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
1769,3538,QSAR-TID-220,1,62,active,Sparse_ARFF,,,,0.0,1026.0,274.0,0.0,0.0,1025.0,1.0
1770,3539,QSAR-TID-10371,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
1771,3540,QSAR-TID-10081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,248.0,0.0,0.0,1025.0,1.0
1772,3541,QSAR-TID-20007,1,62,active,Sparse_ARFF,,,,0.0,1026.0,694.0,0.0,0.0,1025.0,1.0
1773,3542,QSAR-TID-11898,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
1774,3543,QSAR-TID-100868,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
1775,3544,QSAR-TID-101032,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
1776,3545,QSAR-TID-10903,1,62,active,Sparse_ARFF,,,,0.0,1026.0,192.0,0.0,0.0,1025.0,1.0
1777,3546,QSAR-TID-101473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
1778,3547,QSAR-TID-251,1,62,active,Sparse_ARFF,,,,0.0,1026.0,426.0,0.0,0.0,1025.0,1.0
1779,3548,QSAR-TID-101340,1,62,active,Sparse_ARFF,,,,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0
1780,3549,QSAR-TID-101521,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
1781,3550,QSAR-TID-11005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
1782,3551,QSAR-TID-12913,1,62,active,Sparse_ARFF,,,,0.0,1026.0,800.0,0.0,0.0,1025.0,1.0
1783,3552,QSAR-TID-10872,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
1784,3553,QSAR-TID-11498,1,62,active,Sparse_ARFF,,,,0.0,1026.0,137.0,0.0,0.0,1025.0,1.0
1785,3554,QSAR-TID-101273,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
1786,3555,QSAR-TID-12807,1,62,active,Sparse_ARFF,,,,0.0,1026.0,146.0,0.0,0.0,1025.0,1.0
1787,3556,QSAR-TID-148,1,62,active,Sparse_ARFF,,,,0.0,1026.0,404.0,0.0,0.0,1025.0,1.0
1788,3558,QSAR-TID-100826,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
1789,3559,QSAR-TID-10489,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
1790,3560,QSAR-TID-13067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,540.0,0.0,0.0,1025.0,1.0
1791,3561,QSAR-TID-17034,1,62,active,Sparse_ARFF,,,,0.0,1026.0,116.0,0.0,0.0,1025.0,1.0
1792,3562,QSAR-TID-102733,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
1793,3563,QSAR-TID-100789,1,62,active,Sparse_ARFF,,,,0.0,1026.0,676.0,0.0,0.0,1025.0,1.0
1794,3564,QSAR-TID-20112,1,62,active,Sparse_ARFF,,,,0.0,1026.0,240.0,0.0,0.0,1025.0,1.0
1795,3565,QSAR-TID-10304,1,62,active,Sparse_ARFF,,,,0.0,1026.0,992.0,0.0,0.0,1025.0,1.0
1796,3566,QSAR-TID-12753,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
1797,3567,QSAR-TID-10044,1,62,active,Sparse_ARFF,,,,0.0,1026.0,939.0,0.0,0.0,1025.0,1.0
1798,3568,QSAR-TID-30018,1,62,active,Sparse_ARFF,,,,0.0,1026.0,903.0,0.0,0.0,1025.0,1.0
1799,3569,QSAR-TID-112,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0
1800,3570,QSAR-TID-12971,1,62,active,Sparse_ARFF,,,,0.0,1026.0,188.0,0.0,0.0,1025.0,1.0
1801,3571,QSAR-TID-10919,1,62,active,Sparse_ARFF,,,,0.0,1026.0,386.0,0.0,0.0,1025.0,1.0
1802,3572,QSAR-TID-10960,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0
1803,3573,QSAR-TID-20067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
1804,3574,QSAR-TID-10958,1,62,active,Sparse_ARFF,,,,0.0,1026.0,107.0,0.0,0.0,1025.0,1.0
1805,3575,QSAR-TID-100579,1,62,active,Sparse_ARFF,,,,0.0,1026.0,564.0,0.0,0.0,1025.0,1.0
1806,3576,QSAR-TID-100895,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
1807,3577,QSAR-TID-103446,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
1808,3578,QSAR-TID-262,1,62,active,Sparse_ARFF,,,,0.0,1026.0,429.0,0.0,0.0,1025.0,1.0
1809,3579,QSAR-TID-12295,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
1810,3580,QSAR-TID-103140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
1811,3581,QSAR-TID-10580,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1926.0,0.0,0.0,1025.0,1.0
1812,3582,QSAR-TID-10004,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
1813,3583,QSAR-TID-10477,1,62,active,Sparse_ARFF,,,,0.0,1026.0,682.0,0.0,0.0,1025.0,1.0
1814,3584,QSAR-TID-12665,1,62,active,Sparse_ARFF,,,,0.0,1026.0,899.0,0.0,0.0,1025.0,1.0
1815,3585,QSAR-TID-11534,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1703.0,0.0,0.0,1025.0,1.0
1816,3586,QSAR-TID-104390,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
1817,3587,QSAR-TID-101183,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
1818,3588,QSAR-TID-11873,1,62,active,Sparse_ARFF,,,,0.0,1026.0,115.0,0.0,0.0,1025.0,1.0
1819,3589,QSAR-TID-100186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,360.0,0.0,0.0,1025.0,1.0
1820,3590,QSAR-TID-17115,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
1821,3591,QSAR-TID-101204,1,62,active,Sparse_ARFF,,,,0.0,1026.0,75.0,0.0,0.0,1025.0,1.0
1822,3592,QSAR-TID-12077,1,62,active,Sparse_ARFF,,,,0.0,1026.0,53.0,0.0,0.0,1025.0,1.0
1823,3593,QSAR-TID-11113,1,62,active,Sparse_ARFF,,,,0.0,1026.0,94.0,0.0,0.0,1025.0,1.0
1824,3594,QSAR-TID-11056,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
1825,3595,QSAR-TID-102576,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
1826,3596,QSAR-TID-10438,1,62,active,Sparse_ARFF,,,,0.0,1026.0,565.0,0.0,0.0,1025.0,1.0
1827,3597,QSAR-TID-143,1,62,active,Sparse_ARFF,,,,0.0,1026.0,393.0,0.0,0.0,1025.0,1.0
1828,3598,QSAR-TID-10439,1,62,active,Sparse_ARFF,,,,0.0,1026.0,149.0,0.0,0.0,1025.0,1.0
1829,3599,QSAR-TID-101349,1,62,active,Sparse_ARFF,,,,0.0,1026.0,652.0,0.0,0.0,1025.0,1.0
1830,3600,QSAR-TID-10956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0
1831,3601,QSAR-TID-13000,1,62,active,Sparse_ARFF,,,,0.0,1026.0,3459.0,0.0,0.0,1025.0,1.0
1832,3602,QSAR-TID-100853,1,62,active,Sparse_ARFF,,,,0.0,1026.0,76.0,0.0,0.0,1025.0,1.0
1833,3603,QSAR-TID-10614,1,62,active,Sparse_ARFF,,,,0.0,1026.0,246.0,0.0,0.0,1025.0,1.0
1834,3604,QSAR-TID-8,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1739.0,0.0,0.0,1025.0,1.0
1835,3605,QSAR-TID-10527,1,62,active,Sparse_ARFF,,,,0.0,1026.0,294.0,0.0,0.0,1025.0,1.0
1836,3606,QSAR-TID-38,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0
1837,3607,QSAR-TID-10300,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0
1838,3608,QSAR-TID-11141,1,62,active,Sparse_ARFF,,,,0.0,1026.0,38.0,0.0,0.0,1025.0,1.0
1839,3609,QSAR-TID-11019,1,62,active,Sparse_ARFF,,,,0.0,1026.0,592.0,0.0,0.0,1025.0,1.0
1840,3610,QSAR-TID-102678,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
1841,3611,QSAR-TID-124,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1745.0,0.0,0.0,1025.0,1.0
1842,3612,QSAR-TID-11409,1,62,active,Sparse_ARFF,,,,0.0,1026.0,927.0,0.0,0.0,1025.0,1.0
1843,3613,QSAR-TID-10505,1,62,active,Sparse_ARFF,,,,0.0,1026.0,64.0,0.0,0.0,1025.0,1.0
1844,3614,QSAR-TID-20166,1,62,active,Sparse_ARFF,,,,0.0,1026.0,561.0,0.0,0.0,1025.0,1.0
1845,3615,QSAR-TID-12832,1,62,active,Sparse_ARFF,,,,0.0,1026.0,478.0,0.0,0.0,1025.0,1.0
1846,3616,QSAR-TID-105,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1251.0,0.0,0.0,1025.0,1.0
1847,3617,QSAR-TID-103095,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
1848,3618,QSAR-TID-12512,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2866.0,0.0,0.0,1025.0,1.0
1849,3619,QSAR-TID-11006,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0
1850,3620,QSAR-TID-102840,1,62,active,Sparse_ARFF,,,,0.0,1026.0,18.0,0.0,0.0,1025.0,1.0
1851,3621,QSAR-TID-30016,1,62,active,Sparse_ARFF,,,,0.0,1026.0,97.0,0.0,0.0,1025.0,1.0
1852,3622,QSAR-TID-100872,1,62,active,Sparse_ARFF,,,,0.0,1026.0,533.0,0.0,0.0,1025.0,1.0
1853,3623,QSAR-TID-101433,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1854,3624,QSAR-TID-101220,1,62,active,Sparse_ARFF,,,,0.0,1026.0,709.0,0.0,0.0,1025.0,1.0
1855,3625,QSAR-TID-11000,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
1856,3626,QSAR-TID-103437,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
1857,3627,QSAR-TID-100942,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
1858,3628,QSAR-TID-12294,1,62,active,Sparse_ARFF,,,,0.0,1026.0,290.0,0.0,0.0,1025.0,1.0
1859,3629,QSAR-TID-100917,1,62,active,Sparse_ARFF,,,,0.0,1026.0,122.0,0.0,0.0,1025.0,1.0
1860,3630,QSAR-TID-101281,1,62,active,Sparse_ARFF,,,,0.0,1026.0,670.0,0.0,0.0,1025.0,1.0
1861,3631,QSAR-TID-12719,1,62,active,Sparse_ARFF,,,,0.0,1026.0,54.0,0.0,0.0,1025.0,1.0
1862,3632,QSAR-TID-10928,1,62,active,Sparse_ARFF,,,,0.0,1026.0,125.0,0.0,0.0,1025.0,1.0
1863,3633,QSAR-TID-100452,1,62,active,Sparse_ARFF,,,,0.0,1026.0,46.0,0.0,0.0,1025.0,1.0
1864,3634,QSAR-TID-105654,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
1865,3635,QSAR-TID-102473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
1866,3636,QSAR-TID-101036,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0
1867,3637,QSAR-TID-11617,1,62,active,Sparse_ARFF,,,,0.0,1026.0,309.0,0.0,0.0,1025.0,1.0
1868,3638,QSAR-TID-12037,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
1869,3639,QSAR-TID-12790,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
1870,3640,QSAR-TID-11260,1,62,active,Sparse_ARFF,,,,0.0,1026.0,149.0,0.0,0.0,1025.0,1.0
1871,3641,QSAR-TID-11606,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
1872,3642,QSAR-TID-10586,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
1873,3643,QSAR-TID-102578,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
1874,3644,QSAR-TID-101610,1,62,active,Sparse_ARFF,,,,0.0,1026.0,145.0,0.0,0.0,1025.0,1.0
1875,3645,QSAR-TID-102391,1,62,active,Sparse_ARFF,,,,0.0,1026.0,516.0,0.0,0.0,1025.0,1.0
1876,3646,QSAR-TID-12202,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
1877,3647,QSAR-TID-19639,1,62,active,Sparse_ARFF,,,,0.0,1026.0,958.0,0.0,0.0,1025.0,1.0
1878,3648,QSAR-TID-102580,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
1879,3649,QSAR-TID-30025,1,62,active,Sparse_ARFF,,,,0.0,1026.0,813.0,0.0,0.0,1025.0,1.0
1880,3650,QSAR-TID-103726,1,62,active,Sparse_ARFF,,,,0.0,1026.0,348.0,0.0,0.0,1025.0,1.0
1881,3651,QSAR-TID-11522,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1585.0,0.0,0.0,1025.0,1.0
1882,3652,QSAR-TID-100415,1,62,active,Sparse_ARFF,,,,0.0,1026.0,804.0,0.0,0.0,1025.0,1.0
1883,3653,QSAR-TID-17052,1,62,active,Sparse_ARFF,,,,0.0,1026.0,55.0,0.0,0.0,1025.0,1.0
1884,3654,QSAR-TID-100833,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
1885,3655,QSAR-TID-11720,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1027.0,0.0,0.0,1025.0,1.0
1886,3656,QSAR-TID-99,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
1887,3657,QSAR-TID-12968,1,62,active,Sparse_ARFF,,,,0.0,1026.0,668.0,0.0,0.0,1025.0,1.0
1888,3658,QSAR-TID-57,1,62,active,Sparse_ARFF,,,,0.0,1026.0,269.0,0.0,0.0,1025.0,1.0
1889,3659,QSAR-TID-10403,1,62,active,Sparse_ARFF,,,,0.0,1026.0,935.0,0.0,0.0,1025.0,1.0
1890,3660,QSAR-TID-101607,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
1891,3661,QSAR-TID-20137,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0
1892,3662,QSAR-TID-101179,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
1893,3663,QSAR-TID-17033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,270.0,0.0,0.0,1025.0,1.0
1894,3664,QSAR-TID-12013,1,62,active,Sparse_ARFF,,,,0.0,1026.0,200.0,0.0,0.0,1025.0,1.0
1895,3665,QSAR-TID-19607,1,62,active,Sparse_ARFF,,,,0.0,1026.0,143.0,0.0,0.0,1025.0,1.0
1896,3666,QSAR-TID-10971,1,62,active,Sparse_ARFF,,,,0.0,1026.0,108.0,0.0,0.0,1025.0,1.0
1897,3667,QSAR-TID-10964,1,62,active,Sparse_ARFF,,,,0.0,1026.0,165.0,0.0,0.0,1025.0,1.0
1898,3668,QSAR-TID-100071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,90.0,0.0,0.0,1025.0,1.0
1899,3669,QSAR-TID-19624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0
1900,3670,QSAR-TID-19907,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
1901,3671,QSAR-TID-30042,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1902,3672,QSAR-TID-101404,1,62,active,Sparse_ARFF,,,,0.0,1026.0,121.0,0.0,0.0,1025.0,1.0
1903,3673,QSAR-TID-12861,1,62,active,Sparse_ARFF,,,,0.0,1026.0,235.0,0.0,0.0,1025.0,1.0
1904,3674,QSAR-TID-12635,1,62,active,Sparse_ARFF,,,,0.0,1026.0,85.0,0.0,0.0,1025.0,1.0
1905,3675,QSAR-TID-10908,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
1906,3676,QSAR-TID-214,1,62,active,Sparse_ARFF,,,,0.0,1026.0,770.0,0.0,0.0,1025.0,1.0
1907,3677,QSAR-TID-11635,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1003.0,0.0,0.0,1025.0,1.0
1908,3678,QSAR-TID-12469,1,62,active,Sparse_ARFF,,,,0.0,1026.0,102.0,0.0,0.0,1025.0,1.0
1909,3679,QSAR-TID-101317,1,62,active,Sparse_ARFF,,,,0.0,1026.0,99.0,0.0,0.0,1025.0,1.0
1910,3680,QSAR-TID-30006,1,62,active,Sparse_ARFF,,,,0.0,1026.0,82.0,0.0,0.0,1025.0,1.0
1911,3681,QSAR-TID-12299,1,62,active,Sparse_ARFF,,,,0.0,1026.0,45.0,0.0,0.0,1025.0,1.0
1912,3682,QSAR-TID-100790,1,62,active,Sparse_ARFF,,,,0.0,1026.0,170.0,0.0,0.0,1025.0,1.0
1913,3683,QSAR-TID-18033,1,62,active,Sparse_ARFF,,,,0.0,1026.0,137.0,0.0,0.0,1025.0,1.0
1914,3684,QSAR-TID-10651,1,62,active,Sparse_ARFF,,,,0.0,1026.0,235.0,0.0,0.0,1025.0,1.0
1915,3685,QSAR-TID-12214,1,62,active,Sparse_ARFF,,,,0.0,1026.0,330.0,0.0,0.0,1025.0,1.0
1916,3686,QSAR-TID-10014,1,62,active,Sparse_ARFF,,,,0.0,1026.0,979.0,0.0,0.0,1025.0,1.0
1917,3687,QSAR-TID-11281,1,62,active,Sparse_ARFF,,,,0.0,1026.0,43.0,0.0,0.0,1025.0,1.0
1918,3688,QSAR-TID-11848,1,62,active,Sparse_ARFF,,,,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0
1919,3689,QSAR-TID-10549,1,62,active,Sparse_ARFF,,,,0.0,1026.0,532.0,0.0,0.0,1025.0,1.0
1920,3690,QSAR-TID-10008,1,62,active,Sparse_ARFF,,,,0.0,1026.0,189.0,0.0,0.0,1025.0,1.0
1921,3691,QSAR-TID-10984,1,62,active,Sparse_ARFF,,,,0.0,1026.0,20.0,0.0,0.0,1025.0,1.0
1922,3692,QSAR-TID-12679,1,62,active,Sparse_ARFF,,,,0.0,1026.0,337.0,0.0,0.0,1025.0,1.0
1923,3693,QSAR-TID-11192,1,62,active,Sparse_ARFF,,,,0.0,1026.0,380.0,0.0,0.0,1025.0,1.0
1924,3694,QSAR-TID-10466,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
1925,3695,QSAR-TID-30005,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1926,3696,QSAR-TID-11842,1,62,active,Sparse_ARFF,,,,0.0,1026.0,919.0,0.0,0.0,1025.0,1.0
1927,3697,QSAR-TID-11629,1,62,active,Sparse_ARFF,,,,0.0,1026.0,688.0,0.0,0.0,1025.0,1.0
